branch,model,bin_id,component,crop,n,mean,sd,lo,hi,central
crop_gddwin,IPSL-CM6A-LR,-5.5,gdd,ALL,4,-4.03830751371213e-06,8.04847474192843e-05,-7.04650345832698e-05,9.80393257393654e-05,-2.88378678674294e-05
crop_gddwin,IPSL-CM6A-LR,-5.5,heat,ALL,4,-0.0126612522523007,0.00322529181146688,-0.0166502007591705,-0.0095615380137746,-0.0112753060255168
crop_gddwin,IPSL-CM6A-LR,-5.5,precip,ALL,4,-0.0192515631495558,0.0140735462799607,-0.0357183625344401,-0.0019563932629131,-0.0164063153811034
crop_gddwin,IPSL-CM6A-LR,-5.5,precip2,ALL,4,0.00984671170953214,0.00975148990806515,-0.000335954367754037,0.0228230864089644,0.0118488924264683
crop_gddwin,IPSL-CM6A-LR,-5.5,frost,Durum wheat,4,0.000662982282338975,0.000153537494241878,0.000572588085228838,0.00089257156992811,0.000587877413023154
crop_gddwin,IPSL-CM6A-LR,-5.5,gdd,Durum wheat,4,8.78443696691517e-05,0.000516576756082959,-0.0006055622445841,0.000630253651411096,-0.000149633623455633
crop_gddwin,IPSL-CM6A-LR,-5.5,heat,Durum wheat,4,-5.97765776065667e-05,2.45586133380614e-05,-9.11480060812248e-05,-3.1300815995832e-05,-5.50265342762251e-05
crop_gddwin,IPSL-CM6A-LR,-5.5,precip,Durum wheat,4,-0.0127286356594396,0.0418442460728375,-0.0431698386156862,0.0463470769828813,-0.0102992705135165
crop_gddwin,IPSL-CM6A-LR,-5.5,precip2,Durum wheat,4,0.00316513191561434,0.0259097447693761,-0.0331458630861738,0.0222953501262259,0.00553951284341834
crop_gddwin,IPSL-CM6A-LR,-5.5,frost,Soft wheat,4,-0.00228496195955133,0.000728019985614923,-0.00311048902041354,-0.00144304560297874,-0.00226599926678497
